Accepted Symbol,Synonym Symbol,Scientific Name,Growth Habit,Invasive,Bloat,C:N Ratio,Coppice Potential,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Lifespan,Nitrogen Fixation,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,Adapted to Fine Textured Soils,Moisture Use,pH (Minimum),pH (Maximum),"Planting Density per Acre, Maximum",Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Shade Tolerance,"Temperature, Minimum (°F)",Commercial Availability,Propogated by Seed,Fodder Product,Palatable Browse Animal,Palatable Graze Animal,Protein Potential
CANU12,,Caryocar nuciferum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARYO3,,Caryopteris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACL7,,Caryopteris ×clandonensis,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARYO,,Caryota,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMI36,,Caryota mitis,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAUR3,,Caryota urens,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASAS,,Casasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACL3,,Casasia clusiifolia,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CASEA,,Casearia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAC3,,Casearia aculeata,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAR8,,Casearia arborea,"Tree, Shrub",,None,,No,,23,20,,None,Yes,Yes,No,,,,1280,,,24,,40,,Yes,No,,,
CADE11,,Casearia decandra,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAGU2,,Casearia guianensis,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CANI17,,Casearia nitida,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,
CASY2,,Casearia sylvestris,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CASIM,,Casimiroa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAED6,,Casimiroa edulis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATE24,,Casimiroa tetrameria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASSI,,Cassia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAB13,,Cassia abbreviata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAABB2,,Cassia abbreviata ssp. beareana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAF2,,Cassia afrofistula,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAU19,,Cassia auriculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAU22,,Cassia australis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABR41,,Cassia brewsteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAFI3,,Cassia fistula,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAGR11,,Cassia grandis,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAJA3,,Cassia javanica,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAJAI,,Cassia javanica var. indochinensis,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALE49,,Cassia leptophylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARO33,,Cassia roxburghii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAST47,,Cassia sturtii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASSI2,,Cassine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAXY,,Cassine xylocarpa,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CASSI3,,Cassiope,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALY4,,Cassiope lycopodioides,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CALYC6,,Cassiope lycopodioides var. cristapilosa,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CALYL2,,Cassiope lycopodioides var. lycopodioides,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAME7,,Cassiope mertensiana,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMEG,,Cassiope mertensiana var. gracilis,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMEM,,Cassiope mertensiana var. mertensiana,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CATE11,,Cassiope tetragona,"Subshrub, Shrub",,None,High,No,Slow,,0.4,Long,None,Yes,Yes,No,Medium,5,7,4800,20,60,14,Intolerant,-43,No Known Source,Yes,No,Low,,Low
CATES2,,Cassiope tetragona var. saximontana,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CATET,,Cassiope tetragona var. tetragona,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CASSI4,,Cassipourea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAGU3,,Cassipourea guianensis,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CASSY,,Cassytha,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAFI4,,Cassytha filiformis,"Vine, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTA4,,Castalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATR18,,Castalis tragus,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTA,,Castanea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACR27,,Castanea crenata,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADE12,,Castanea dentata,Tree,,Low,Low,Yes,Rapid,35,115,Long,None,No,Yes,No,Medium,5.5,6.5,300,35,60,20,Intolerant,-33,Field Collections Only,Yes,No,Low,Low,Low
CAMO83,,Castanea mollissima,Tree,,None,,No,Rapid,25,50,Short,None,Yes,Yes,No,Medium,5,7.5,300,35,50,36,Intolerant,-20,Routinely Available,Yes,No,Low,Low,Low
CANE7,,Castanea ×neglecta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPU9,,Castanea pumila,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPUO,,Castanea pumila var. ozarkensis,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPUP3,,Castanea pumila var. pumila,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CASA27,,Castanea sativa,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTA7,,Castanopsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASC38,,Castanopsis sclerophylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTE2,,Castela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAEM4,,Castela emoryi,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAER3,,Castela erecta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAERE2,,Castela erecta ssp. erecta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAERT,,Castela erecta ssp. texana,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTE7,,Castellia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATU16,,Castellia tuberculosa,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTI,,Castilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAEL5,,Castilla elastica,Tree,FLEPPC,,,,,,,,,,,,,,,,,,,,,,,,,,
CAELC,,Castilla elastica ssp. costaricana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAELE2,,Castilla elastica ssp. elastica,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAUL5,,Castilla ulei,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTI2,,Castilleja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAF,,Castilleja affinis,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAFA2,,Castilleja affinis ssp. affinis,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAFL2,,Castilleja affinis ssp. litoralis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAFN2,,Castilleja affinis ssp. neglecta,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAM32,,Castilleja ambigua,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAMA3,,Castilleja ambigua ssp. ambigua,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAMH,,Castilleja ambigua ssp. humboldtiensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAMI2,,Castilleja ambigua ssp. insalutata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAMM,,Castilleja ambigua var. meadii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAN7,,Castilleja angustifolia,"Subshrub, Forb/herb",,None,Low,No,Moderate,,2.5,Moderate,None,No,Yes,No,Medium,5.6,7.3,,12,45,10,Tolerant,-33,Contracting Only,Yes,No,,,
CAANA3,,Castilleja angustifolia var. angustifolia,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAND,,Castilleja angustifolia var. dubia,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAANF,,Castilleja angustifolia var. flavescens,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAN8,,Castilleja annua,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAP4,,Castilleja applegatei,"Subshrub, Forb/herb",,None,Medium,No,Slow,,1.5,Moderate,None,No,Yes,Yes,Low,6.3,7.8,,10,18,10,Intolerant,-28,No Known Source,Yes,No,,,
CAAPA2,,Castilleja applegatei ssp. applegatei,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAPD,,Castilleja applegatei ssp. disticha,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAPM,,Castilleja applegatei ssp. martinii,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAPP3,,Castilleja applegatei ssp. pallida,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAPP4,,Castilleja applegatei ssp. pinetorum,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAQ4,,Castilleja aquariensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAR11,,Castilleja arachnoidea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAR21,,Castilleja arvensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAT25,,Castilleja attenuata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAAU5,,Castilleja austromontana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABR37,,Castilleja brevistyla,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACA79,,Castilleja campestris,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACAC14,,Castilleja campestris ssp. campestris,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACAS5,,Castilleja campestris ssp. succulenta,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACA20,,Castilleja caudata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACAA,,Castilleja caudata var. auricoma,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACAC11,,Castilleja caudata var. caudata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACE4,,Castilleja cervina,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACH40,,Castilleja chambersii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACH15,,Castilleja chlorotica,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACH19,,Castilleja christii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACH8,,Castilleja chrymactis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACH16,,Castilleja chrysantha,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACI6,,Castilleja cinerea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACO17,,Castilleja coccinea,Forb/herb,,None,Low,No,Rapid,,1.6,,None,No,Yes,No,Medium,4.9,6.8,,25,55,8,Tolerant,-28,Routinely Available,Yes,No,,,
CACO36,,Castilleja covilleana,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CACR13,,Castilleja crista-galli,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CACR14,,Castilleja cryptantha,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACU7,,Castilleja cusickii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADE29,,Castilleja densiflora,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADED3,,Castilleja densiflora ssp. densiflora,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADEG,,Castilleja densiflora ssp. gracilis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADEO,,Castilleja densiflora ssp. obispoensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADI20,,Castilleja dissitiflora,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAEL6,,Castilleja elegans,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAEL7,,Castilleja elmeri,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAEX14,,Castilleja exserta,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAEXE,,Castilleja exserta ssp. exserta,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAEXL,,Castilleja exserta ssp. latifolia,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAEXV,,Castilleja exserta ssp. venusta,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAFL7,,Castilleja flava,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAFLF3,,Castilleja flava var. flava,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAFLR,,Castilleja flava var. rustica,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAFO2,,Castilleja foliolosa,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAFR8,,Castilleja fraterna,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAFU,,Castilleja fulva,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAGE6,,Castilleja genevievana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAGL10,,Castilleja glandulifera,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAGR21,,Castilleja grisea,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAHA16,,Castilleja haydenii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAHI9,,Castilleja hispida,"Subshrub, Forb/herb",,None,Low,No,Rapid,,1.5,Short,None,Yes,Yes,No,Low,6,8,,10,19,6,Intolerant,-22,No Known Source,Yes,No,High,High,Medium
CAHIA2,,Castilleja hispida ssp. acuta,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAHIB,,Castilleja hispida ssp. brevilobata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAHIH2,,Castilleja hispida ssp. hispida,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAHY5,,Castilleja hyetophila,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAHY6,,Castilleja hyperborea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAIN13,,Castilleja indivisa,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAIN14,,Castilleja integra,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAING,,Castilleja integra var. gloriosa,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAINI5,,Castilleja integra var. integra,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAKA6,,Castilleja kaibabensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAKE7,,Castilleja kerryana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAKR4,,Castilleja kraliana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALA68,,Castilleja lacera,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALA24,,Castilleja lanata,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CALAH,,Castilleja lanata ssp. hololeuca,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CALAL11,,Castilleja lanata ssp. lanata,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CALA69,,Castilleja lasiorhyncha,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALA26,,Castilleja latifolia,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CALE18,,Castilleja lemmonii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALE27,,Castilleja levisecta,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALI4,,Castilleja linariifolia,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CALI20,,Castilleja lineariiloba,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALI5,,Castilleja lineata,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CALU14,,Castilleja lutescens,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAME21,,Castilleja mendocinensis,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAME17,,Castilleja mexicana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMI12,,Castilleja miniata,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMID2,,Castilleja miniata ssp. dixonii,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMIE,,Castilleja miniata ssp. elata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMIM5,,Castilleja miniata ssp. miniata,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMI13,,Castilleja minor,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMIM6,,Castilleja minor ssp. minor,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMIS3,,Castilleja minor ssp. spiralis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMO8,,Castilleja mollis,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMO20,,Castilleja montigena,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANA3,,Castilleja nana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANE18,,Castilleja nervata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANI8,,Castilleja nivea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAOC4,,Castilleja occidentalis,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAOR4,,Castilleja oresbia,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAOR7,,Castilleja organorum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAOR21,,Castilleja ornata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPA25,,Castilleja pallescens,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPAI,,Castilleja pallescens var. inverta,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPAP7,,Castilleja pallescens var. pallescens,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPA85,,Castilleja pallida,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPA26,,Castilleja parviflora,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPAA3,,Castilleja parviflora var. albida,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPAO2,,Castilleja parviflora var. olympica,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPAO,,Castilleja parviflora var. oreopola,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPAP8,,Castilleja parviflora var. parviflora,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPA46,,Castilleja parvula,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPA41,,Castilleja patriotica,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPE19,,Castilleja peckiana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPI3,,Castilleja pilosa,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPIL,,Castilleja pilosa var. longispica,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPIP,,Castilleja pilosa var. pilosa,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPIS,,Castilleja pilosa var. steenensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPL7,,Castilleja plagiotoma,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPO11,,Castilleja ×porterae,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPR11,,Castilleja praeterita,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPR14,,Castilleja pruinosa,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPU19,,Castilleja puberula,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPU10,,Castilleja pulchella,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPU11,,Castilleja purpurea,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPUC,,Castilleja purpurea var. citrina,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPUL,,Castilleja purpurea var. lindheimeri,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPUP5,,Castilleja purpurea var. purpurea,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CARA7,,Castilleja raupii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARE10,,Castilleja revealii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARH4,,Castilleja rhexiifolia,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CARI12,,Castilleja rigida,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARU20,,Castilleja rubicundula,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARUL,,Castilleja rubicundula ssp. lithospermoides,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARUR2,,Castilleja rubicundula ssp. rubicundula,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARU8,,Castilleja rubida,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARU9,,Castilleja rupicola,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CASA20,,Castilleja salsuginosa,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASC19,,Castilleja scabrida,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASCB3,,Castilleja scabrida var. barnebyana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASCS4,,Castilleja scabrida var. scabrida,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASC20,,Castilleja schizotricha,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASE4,,Castilleja septentrionalis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASE5,,Castilleja sessiliflora,"Subshrub, Forb/herb",,None,Medium,No,Moderate,,1.3,Long,None,Yes,Yes,No,Low,6,7.4,,16,32,10,Intolerant,-38,Routinely Available,Yes,No,,,
CASU10,,Castilleja subinclusa,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASUF2,,Castilleja subinclusa ssp. franciscana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASUS7,,Castilleja subinclusa ssp. subinclusa,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASU11,,Castilleja suksdorfii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASU12,,Castilleja sulphurea,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
CATE14,,Castilleja tenuiflora,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATE26,,Castilleja tenuis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATH4,,Castilleja thompsonii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATO2,,Castilleja tomentosa,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAUN4,,Castilleja unalaschcensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAVI6,,Castilleja victoriae,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAVI9,,Castilleja viscidula,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAWA4,,Castilleja wallowensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAWO4,,Castilleja wootonii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAXA,,Castilleja xanthotricha,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAYU,,Castilleja yukonis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASUA,,Casuarina,,STATE,,,,,,,,,,,,,,,,,,,,,,,,,,
CACU8,,Casuarina cunninghamiana,Tree,,None,High,No,Rapid,50,100,Short,Low,Yes,Yes,No,Medium,6.5,7.9,700,25,60,24,Intolerant,22,Routinely Available,Yes,No,,,
CAEQ,,Casuarina equisetifolia,Tree,"FLEPPC, HEAR",None,High,No,Rapid,50,100,Short,Low,Yes,Yes,No,Medium,6.2,8.8,700,25,60,24,Intolerant,22,Routinely Available,Yes,No,,,
CAGL11,,Casuarina glauca,Tree,"FLEPPC, HEAR",None,High,Yes,Rapid,40,60,Short,Low,Yes,Yes,No,Medium,6.5,7.5,700,25,60,24,Intolerant,17,Routinely Available,Yes,No,,,
CALE28,,Casuarina lepidophloia,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAOB12,,Casuarina obesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
